trade_date,asset_id,name,industry,market,close,close_to_high_60d_pct,ma20_deviation_pct,red_k_ratio_20d,green_k_ratio_20d,long_shadow_ratio_20d,max_drawdown_60d,max_drawdown_120d,amount_ratio_20d,weekly_asof_trade_date,weekly_ma20_slope_4w,weekly_max_drawdown_26w,setup_score_diag
20260703,300868.SZ,杰美特,元器件,创业板,147.89,-0.07447274547844052,0.06578169815943835,0.5,0.5,0.5527774281795138,-0.15083365645599067,-0.15083365645599067,0.8464908403576779,20260703,0.34892358258011513,-0.11285354242509105,45.018074
20260703,301029.SZ,怡合达,专用机械,创业板,31.53,-0.039012496190185986,0.05606913183279749,0.5,0.5,0.5876061513565322,-0.1975007619628163,-0.24860059269015478,1.0443474802812887,20260703,0.014650827933765376,-0.2294589178356714,49.824081
20260703,301115.SZ,联检科技,建筑工程,创业板,32.65,-0.07428409413098969,0.005048328510742994,0.45,0.55,0.5740299085139597,-0.13171630334663798,-0.16522864538395166,1.0083014386179798,20260703,0.12186533643319875,-0.12572968118545136,45.305128
20260703,301182.SZ,凯旺科技,元器件,创业板,106.0,-0.009345794392523366,0.11532573298470639,0.6,0.4,0.5571454713387916,-0.19595028926505254,-0.19737268893934468,1.3265997882463818,20260703,0.18352257288947826,-0.15925487240228287,60.266838
20260703,301228.SZ,实朴检测,电器仪表,创业板,79.18,-0.06006647673314325,0.015746768865655403,0.7,0.30000000000000004,0.5213886139053947,-0.14672364672364668,-0.15098468271334808,0.8297103773121455,20260703,0.15079024351281434,-0.10481400437636779,53.451843
20260703,301281.SZ,科源制药,化学制药,创业板,56.37,-0.028940568475452233,0.15675853153023733,0.55,0.44999999999999996,0.5941759852471026,-0.1410926365795726,-0.3248761149653122,1.8338822350259123,20260703,0.09118478540221009,-0.31344486998588994,60.388785
20260703,301555.SZ,惠柏新材,化工原料,创业板,45.82,-0.022402389588222715,0.0660400404825332,0.75,0.25,0.5142440444228767,-0.15208428767750792,-0.24246806459387804,1.070863444032296,20260703,0.03856664019276579,-0.23824527387300043,63.085637
20260703,600172.SH,黄河旋风,矿物制品,主板,16.86,-0.07717569786535305,0.1397282498479009,0.6,0.4,0.6148026532808397,-0.21409574468085102,-0.3056807935076645,1.2307511668795705,20260703,0.1814855875831487,-0.2441860465116279,44.913223
20260703,600176.SH,中国巨石,玻璃,主板,70.9,-0.04344306529951425,0.2693581595201864,0.7,0.30000000000000004,0.4593264126418803,-0.18215271389144427,-0.20526315789473693,1.4764429865611515,20260703,0.2705404614828708,-0.1623520710059172,57.606981
20260703,600322.SH,津投城开,区域地产,主板,3.07,-0.006472491909385147,0.13661606812291738,0.45,0.55,0.4825869036975575,-0.16140350877192977,-0.16140350877192977,2.081422752276706,20260703,0.031313958248055496,-0.140625,64.803031
20260703,600378.SH,昊华科技,化工原料,主板,76.01,-0.07496653279785803,0.17893398062769972,0.75,0.25,0.4862967040004477,-0.11926749100015643,-0.24836436839456466,1.3124165018291742,20260703,0.15817399417884048,-0.20740927419354838,56.878965
20260703,600857.SH,宁波中百,百货,主板,21.3,-0.05877154220061853,0.25434308933513927,0.6,0.4,0.5231545619133005,-0.17770034843205573,-0.2175121612230716,1.8248035988143245,20260703,0.0575583156619206,-0.1942496493688639,53.769612
20260703,600906.SH,财达证券,证券,主板,7.79,-0.026249999999999996,0.062321014591572244,0.6,0.4,0.5663170205771231,-0.07569141193595352,-0.1530898876404494,1.0363585443462617,20260703,0.017385362890980804,-0.11015736766809736,61.185365
20260703,600999.SH,招商证券,证券,主板,21.82,-0.04882301656495214,0.12459734570287329,0.75,0.25,0.534930159677393,-0.05484051482932295,-0.15306696679797405,1.3434942727422332,20260703,0.03398117965434544,-0.1109175377468059,64.216021
20260703,601233.SH,桐昆股份,化纤,主板,22.84,-0.07154471544715457,0.019529070416248295,0.5,0.5,0.4892210164277812,-0.21189591078066927,-0.3436772692009309,1.1354676097728367,20260703,0.01918121262216177,-0.30341704405104974,45.518956
20260703,603032.SH,德新科技,专用机械,主板,27.6,-0.00325027085590468,0.1069666706774155,0.45,0.55,0.46900326458299524,-0.20946189960274464,-0.20946189960274464,1.6279631080773416,20260703,0.04822732640813676,-0.1912751677852348,60.555193
20260703,603078.SH,江化微,半导体,主板,56.26,-0.011247803163444647,0.20050785792781145,0.7,0.30000000000000004,0.4723408158346258,-0.10008628127696295,-0.3227040816326531,1.668383814543231,20260703,0.1696751586324463,-0.3169642857142857,70.933281
20260703,603120.SH,肯特催化,化工原料,主板,57.27,-0.05135000828225933,0.08782160257566973,0.55,0.44999999999999996,0.5040735065942019,-0.16368834882058625,-0.2397408207343411,1.2913270914368824,20260703,0.05437906083022703,-0.16570923552806005,53.603948
20260703,603135.SH,中重科技,专用机械,主板,14.56,-0.07848101265822782,0.1063829787234043,0.65,0.35,0.5140014322918122,-0.2500000000000001,-0.2500000000000001,1.764729421046166,20260703,0.026771653543307128,-0.19984387197501952,49.343158
20260703,603257.SH,中国瑞林,建筑工程,主板,84.0,-0.002375296912114022,0.17253749677203212,0.75,0.25,0.5505932932196268,-0.15539033457249074,-0.2869850827973176,1.292072239383758,20260703,0.04393066434342363,-0.25422273117663896,67.275683
20260703,603259.SH,药明康德,化学制药,主板,124.12,-0.016247919473725947,0.14737352961567796,0.6,0.4,0.60647237416796,-0.1599568655643422,-0.1631077216396568,1.2308088825333583,20260703,0.024970792195875502,-0.1287631831255992,59.211078
20260703,603270.SH,金帝股份,机械基件,主板,34.3,-0.01662844036697264,0.10922467458969987,0.45,0.55,0.5429144345684207,-0.1474480151228733,-0.1812699538843563,1.9076915188542583,20260703,0.03188792034497423,-0.16459737495565807,61.347627
20260703,603330.SH,天洋新材,塑料,主板,8.75,-0.07013815090329434,0.0657085439376408,0.6,0.4,0.5574362418511936,-0.21785334750265672,-0.21951219512195108,0.840475734569664,20260703,0.015193180255740346,-0.19850187265917607,44.850559
20260703,603380.SH,易德龙,元器件,主板,43.13,-0.062391304347826027,0.06942722539052815,0.7,0.30000000000000004,0.5193623912067266,-0.18692022263450825,-0.24853869534720607,0.9703182804726983,20260703,0.009509777658719631,-0.21969696969696972,51.890281
20260703,603466.SH,风语筑,文教休闲,主板,11.63,-0.049836601307189476,0.07476203678033455,0.5,0.5,0.502823096395718,-0.2058823529411764,-0.3176561295296839,1.5288873451274145,20260703,0.02399724056371344,-0.24390243902439024,51.978382
20260703,603519.SH,立霸股份,家用电器,主板,15.0,-0.058380414312617646,0.045696957021855056,0.75,0.25,0.5204454415929135,-0.17185385656292285,-0.17185385656292285,0.8448453771525556,20260703,0.01910545023696697,-0.16170500676589983,53.871143
20260703,603595.SH,ST东尼,元器件,主板,36.0,-0.026500811249323908,0.19999999999999996,0.8,0.19999999999999996,0.43830311687258294,-0.09762033531638725,-0.17875499714448895,1.4497349689273322,20260703,0.1632794137978708,-0.17687464224384652,70.082429
20260703,603678.SH,火炬电子,元器件,主板,85.48,-0.023085714285714265,0.22760532230384256,0.55,0.44999999999999996,0.5508322224991911,-0.12811773818745154,-0.2875862068965518,1.1542459070510445,20260703,0.17187561016882946,-0.26327944572748263,58.004195
20260703,603757.SH,大元泵业,机械基件,主板,71.99,-0.049762407602956804,0.17036928654457362,0.55,0.44999999999999996,0.47911787508399073,-0.2978947368421053,-0.2978947368421053,1.1177266518634448,20260703,0.08466172899712476,-0.2789052890528906,46.648814
20260703,603823.SH,百合花,染料涂料,主板,59.88,-0.021888271806599136,0.2551354070596128,0.8,0.19999999999999996,0.44420612592919817,-0.1090158045977011,-0.24593495934959353,1.3499700553321965,20260703,0.354633882734396,-0.24593495934959353,67.82301
20260703,603976.SH,正川股份,医疗保健,主板,29.0,-0.006168608636052064,0.10086170899290137,0.75,0.25,0.40336352232754785,-0.14239482200647247,-0.162251655629139,0.9208935439320551,20260703,0.06083064632561719,-0.10495867768595035,67.931736
20260703,603991.SH,领先股份,半导体,主板,151.67,-0.023185418947639702,0.2014321813040134,0.55,0.44999999999999996,0.5208197799022435,-0.20890277235454913,-0.20890277235454913,1.4176959622631295,20260703,0.09336401657285798,-0.1774116523400191,56.999636
20260703,605020.SH,永和股份,化工原料,主板,44.71,-0.07604877040710889,0.18789521228545625,0.6,0.4,0.48185746004322594,-0.10955056179775291,-0.23527486910994755,1.969917148693427,20260703,0.0744236095186015,-0.2246184472461844,57.445681
20260703,688002.SH,睿创微纳,通信设备,科创板,151.87,-0.01823000840390454,0.08945480631276892,0.55,0.44999999999999996,0.5122192427572603,-0.21278600269178993,-0.22047055057618437,1.297493965400501,20260703,0.05100607155401682,-0.18092612115805695,57.233152
20260703,688057.SH,金达莱,环境保护,科创板,16.36,-0.047729918509895275,0.1530871158725684,0.45,0.55,0.5223611203924583,-0.16271620755925686,-0.16271620755925686,1.156041007409521,20260703,0.017537733286772994,-0.11541325390915858,50.653854
20260703,688059.SH,华锐精密,机械基件,科创板,201.28,-0.07572209211553482,0.028095382815871872,0.6,0.4,0.6240090096753714,-0.11237973059653628,-0.25043140638481454,1.192488124074012,20260703,0.16547957248329248,-0.15015850923992902,49.85787
20260703,688061.SH,灿瑞科技,半导体,科创板,49.01,-0.029312735195088258,0.08640716439084928,0.65,0.35,0.6075175299923468,-0.226027397260274,-0.2405263157894737,1.2924499639886688,20260703,0.05781320161652448,-0.2373150105708246,55.056841
20260703,688123.SH,聚辰股份,半导体,科创板,204.0,-0.051162790697674376,0.3022204774170072,0.55,0.44999999999999996,0.612913267474385,-0.29528246942341285,-0.455619395371315,1.205644559442403,20260703,0.00048351117020684065,-0.45218278472856144,40.961106
20260703,688131.SH,皓元医药,化学制药,科创板,91.99,-0.06237896238915508,0.09715662420686022,0.55,0.44999999999999996,0.5539186103315613,-0.10902398781571265,-0.3074010327022376,0.9886894415799525,20260703,0.020293378383946736,-0.26911421911421907,51.45651
20260703,688156.SH,路德科技,饲料,科创板,29.91,-0.044408945686901014,0.06762327997001671,0.55,0.44999999999999996,0.5848630876453554,-0.14275491949910546,-0.1947053800170795,0.853377212213605,20260703,0.08731466227347617,-0.10425909494232466,51.708578
20260703,688163.SH,赛伦生物,生物制药,科创板,48.57,-0.05505836575875478,0.09356178725416253,0.7,0.30000000000000004,0.6394111429631855,-0.1677434793012682,-0.18497965223825374,1.0497943277458446,20260703,0.14081133675964264,-0.12754514022281982,52.299926
20260703,688237.SH,超卓航科,航空,科创板,54.33,-0.07144077935395654,0.030577791266739984,0.6,0.4,0.5707566976226639,-0.19432352429044053,-0.19432352429044053,0.9493753230872601,20260703,0.012466537702483516,-0.17513532390431297,46.169796
20260703,688257.SH,新锐股份,机械基件,科创板,110.45,-0.028583992963940208,0.082201243380152,0.7,0.30000000000000004,0.4979292688843241,-0.3183817062445031,-0.3183817062445031,1.2146091619572548,20260703,0.1397488420548776,-0.23048932299147762,53.550486
20260703,688305.SH,科德数控,机床制造,科创板,73.96,-0.021175224986765606,0.10803158099746812,0.6,0.4,0.5576228911268886,-0.15441072688779112,-0.18773261872859903,2.157062619963493,20260703,0.014678958539232845,-0.1781763826606877,65.099027
20260703,688319.SH,欧林生物,生物制药,科创板,42.72,-0.028649386084583894,0.14015773249529606,0.7,0.30000000000000004,0.6035090737986641,-0.2432432432432433,-0.24693745970341718,1.7838829151162792,20260703,0.08899336467606944,-0.23952288845905867,58.599194
20260703,688322.SH,奥比中光,元器件,科创板,147.33,-0.007210242587601057,0.13114112200477557,0.55,0.44999999999999996,0.5428411386021503,-0.20815363881401616,-0.29228557738380456,1.5243271666909648,20260703,0.07272258574069079,-0.29228557738380456,60.279538
20260703,688359.SH,三孚新科,化工原料,科创板,197.46,-0.07512880562060886,0.1691668220937359,0.75,0.25,0.5758708675081002,-0.16510215350635005,-0.22235294117647064,0.9445193985875174,20260703,0.21338550072199114,-0.15857239665687828,50.55794
20260703,688362.SH,甬矽电子,半导体,科创板,90.0,-0.06639004149377603,0.24675324675324672,0.6,0.4,0.5592204284268849,-0.30431331039957665,-0.3344186937368321,1.0750919604152431,20260703,0.11182000275549231,-0.29400497988891017,41.043903
20260703,688450.SH,光格科技,电器仪表,科创板,63.48,-0.052395879982086835,0.2474698842533456,0.65,0.35,0.5526135567772018,-0.23592814371257487,-0.23592814371257487,2.669046735695948,20260703,0.11930415859451715,-0.16785496027704216,56.994765
20260703,688605.SH,先锋精科,半导体,科创板,100.0,-0.039846375420067304,0.12779622977720373,0.7,0.30000000000000004,0.6209665960615723,-0.2200260385844478,-0.24579945799457992,1.7596667251313807,20260703,0.06553878304172867,-0.21558265582655822,57.166171
20260703,688620.SH,安凯微,半导体,科创板,16.62,-0.024075161479741647,0.21062024256109546,0.65,0.35,0.5429819952657117,-0.17431192660550465,-0.23417238749046532,1.742300712513026,20260703,0.02856433184302043,-0.21678321678321677,62.260467
20260703,688629.SH,华丰科技,元器件,科创板,180.0,-0.04005119726947892,0.1759441034569491,0.5,0.5,0.4925145616889181,-0.1956860706860707,-0.20532378580323785,1.2039806944176383,20260703,0.0936181292906415,-0.16757812500000002,52.57969
20260703,688729.SH,屹唐股份,半导体,科创板,42.63,-0.011363636363636243,0.2997149346788823,0.65,0.35,0.47512892893081543,-0.22565157750342946,-0.23347547974413652,1.8856429471907992,20260703,0.06160609375633075,-0.23347547974413652,61.324187
20260703,688758.SH,赛分科技,化工原料,科创板,21.86,-0.044580419580419584,0.10473783954516724,0.6,0.4,0.5238815818006554,-0.24511141427921768,-0.24511141427921768,1.4200343363691768,20260703,0.012258148292429327,-0.17418130042714763,52.428175
20260703,920111.BJ,聚星科技,电气设备,北交所,36.63,-0.02579787234042552,0.0941513829977898,0.65,0.35,0.5224579784445086,-0.24946808510638308,-0.24946808510638308,1.386538434047081,20260703,0.06734716317255529,-0.22365887207702895,56.809566
20260703,920491.BJ,奥迪威,元器件,北交所,31.0,-0.04173106646058733,0.038299867700500645,0.55,0.44999999999999996,0.5871546395816079,-0.1239567233384854,-0.33807609031858954,1.1391173583682492,20260703,0.01161105815061969,-0.27818824285255384,54.8192
20260703,920981.BJ,晶赛科技,元器件,北交所,46.44,-0.06181818181818188,0.09481823754066676,0.6,0.4,0.5869992820548624,-0.2125693160813309,-0.2513536620119693,0.9968332860604576,20260703,0.04897620365246258,-0.23678948871750927,47.021639
